chromosome	bin_start	bin_end	n_reads
chr1	177000000	178000000	456
chr1	178000000	179000000	454
chr1	179000000	180000000	470
chr1	180000000	181000000	440
chr1	181000000	182000000	448
chr1	182000000	183000000	463
chr1	183000000	184000000	470
chr1	184000000	185000000	463
chr1	185000000	186000000	451
chr1	186000000	187000000	417
chr1	187000000	188000000	408
chr1	188000000	189000000	373
chr1	189000000	190000000	391
chr1	190000000	191000000	378
chr1	191000000	192000000	416
chr1	192000000	193000000	431
chr1	193000000	194000000	386
chr1	194000000	195000000	414
chr1	195000000	196000000	406
chr1	196000000	197000000	484
chr1	197000000	198000000	482
chr1	198000000	199000000	441
chr1	199000000	200000000	434
chr1	200000000	201000000	483
chr1	201000000	202000000	470
chr1	202000000	203000000	511
chr1	203000000	204000000	457
chr1	204000000	205000000	449
chr1	205000000	206000000	734
chr1	206000000	207000000	514
chr1	207000000	208000000	467
chr1	208000000	209000000	458
chr1	209000000	210000000	433
chr1	210000000	211000000	484
chr1	211000000	212000000	426
chr1	212000000	213000000	454
chr1	213000000	214000000	445
chr1	214000000	215000000	453
chr1	215000000	216000000	443
chr1	216000000	217000000	420
chr1	217000000	218000000	452
chr1	218000000	219000000	443
chr1	219000000	220000000	451
chr1	220000000	221000000	447
chr1	221000000	222000000	467
chr1	222000000	223000000	513
chr1	223000000	224000000	673
chr1	224000000	225000000	446
chr1	225000000	226000000	487
chr1	226000000	227000000	482
chr1	227000000	228000000	993
chr1	228000000	229000000	614
chr1	229000000	230000000	442
chr1	230000000	231000000	463
chr1	231000000	232000000	466
chr1	232000000	233000000	488
chr1	233000000	234000000	457
chr1	234000000	235000000	558
chr1	235000000	236000000	493
chr1	236000000	237000000	467
chr1	237000000	238000000	404
chr1	238000000	239000000	405
chr1	239000000	240000000	452
chr1	240000000	241000000	439
chr1	241000000	242000000	450
chr1	242000000	243000000	624
chr1	243000000	244000000	446
chr1	244000000	245000000	494
chr1	245000000	246000000	431
chr1	246000000	247000000	539
chr1	247000000	248000000	481
chr1	248000000	248387328	177
chr2	0	1000000	456
chr2	1000000	2000000	508
chr2	2000000	3000000	451
chr2	3000000	4000000	499
chr2	4000000	5000000	419
chr2	5000000	6000000	470
chr2	6000000	7000000	454
chr2	7000000	8000000	431
chr2	8000000	9000000	453
chr2	9000000	10000000	466
chr2	10000000	11000000	505
chr2	11000000	12000000	472
chr2	12000000	13000000	451
chr2	13000000	14000000	412
chr2	14000000	15000000	391
chr2	15000000	16000000	467
chr2	16000000	17000000	417
chr2	17000000	18000000	460
chr2	18000000	19000000	477
chr2	19000000	20000000	467
chr2	20000000	21000000	463
chr2	21000000	22000000	429
chr2	22000000	23000000	438
chr2	23000000	24000000	506
chr2	24000000	25000000	487
chr2	25000000	26000000	454
chr2	26000000	27000000	514
chr2	27000000	28000000	445
chr2	28000000	29000000	446
chr2	29000000	30000000	462
chr2	30000000	31000000	436
chr2	31000000	32000000	435
chr2	32000000	33000000	422
chr2	33000000	34000000	467
chr2	34000000	35000000	420
chr2	35000000	36000000	405
chr2	36000000	37000000	453
chr2	37000000	38000000	439
chr2	38000000	39000000	464
chr2	39000000	40000000	447
chr2	40000000	41000000	404
chr2	41000000	42000000	450
chr2	42000000	43000000	473
chr2	43000000	44000000	466
chr2	44000000	45000000	428
chr2	45000000	46000000	483
chr2	46000000	47000000	504
chr2	47000000	48000000	457
chr2	48000000	49000000	427
chr2	49000000	50000000	422
chr2	50000000	51000000	384
chr2	51000000	52000000	384
chr2	52000000	53000000	386
chr2	53000000	54000000	403
chr2	54000000	55000000	446
chr2	55000000	56000000	506
chr2	56000000	57000000	422
chr2	57000000	58000000	376
chr2	58000000	59000000	412
chr2	59000000	60000000	461
chr2	60000000	61000000	502
chr2	61000000	62000000	449
chr2	62000000	63000000	446
chr2	63000000	64000000	446
chr2	64000000	65000000	421
chr2	65000000	66000000	463
chr2	66000000	67000000	430
chr2	67000000	68000000	451
chr2	68000000	69000000	486
chr2	69000000	70000000	456
chr2	70000000	71000000	517
chr2	71000000	72000000	480
chr2	72000000	73000000	462
chr2	73000000	74000000	481
chr2	74000000	75000000	458
chr2	75000000	76000000	398
chr2	76000000	77000000	449
chr2	77000000	78000000	460
chr2	78000000	79000000	362
chr2	79000000	80000000	434
chr2	80000000	81000000	478
chr2	81000000	82000000	363
chr2	82000000	83000000	422
chr2	83000000	84000000	424
chr2	84000000	85000000	458
chr2	85000000	86000000	459
chr2	86000000	87000000	626
chr2	87000000	88000000	1205
chr2	88000000	89000000	471
chr2	89000000	90000000	1615
chr2	90000000	91000000	1511
chr2	91000000	92000000	3076
chr2	92000000	93000000	1933
chr2	93000000	94000000	1180
chr2	94000000	95000000	1565
chr2	95000000	96000000	752
chr2	96000000	97000000	697
chr2	97000000	98000000	709
chr2	98000000	99000000	486
chr2	99000000	100000000	455
chr2	100000000	101000000	464
chr2	101000000	102000000	460
chr2	102000000	103000000	441
chr2	103000000	104000000	485
chr2	104000000	105000000	377
chr2	105000000	106000000	444
chr2	106000000	107000000	608
chr2	107000000	108000000	441
chr2	108000000	109000000	573
chr2	109000000	110000000	506
chr2	110000000	111000000	941
chr2	111000000	112000000	606
chr2	112000000	113000000	685
chr2	113000000	114000000	687
chr2	114000000	115000000	534
chr2	115000000	116000000	435
chr2	116000000	117000000	394
chr2	117000000	118000000	423
chr2	118000000	119000000	469
chr2	119000000	120000000	471
chr2	120000000	121000000	418
chr2	121000000	122000000	481
chr2	122000000	123000000	464
chr2	123000000	124000000	392
chr2	124000000	125000000	430
chr2	125000000	126000000	414
chr2	126000000	127000000	418
chr2	127000000	128000000	468
chr2	128000000	129000000	538
chr2	129000000	130000000	458
chr2	130000000	131000000	805
chr2	131000000	132000000	784
chr2	132000000	133000000	732
chr2	133000000	134000000	441
chr2	134000000	135000000	482
chr2	135000000	136000000	486
chr2	136000000	137000000	411
chr2	137000000	138000000	415
chr2	138000000	139000000	449
chr2	139000000	140000000	424
chr2	140000000	141000000	403
chr2	141000000	142000000	444
chr2	142000000	143000000	449
chr2	143000000	144000000	427
chr2	144000000	145000000	455
chr2	145000000	146000000	421
chr2	146000000	147000000	439
chr2	147000000	148000000	459
chr2	148000000	149000000	418
chr2	149000000	150000000	452
chr2	150000000	151000000	466
chr2	151000000	152000000	414
chr2	152000000	153000000	461
chr2	153000000	154000000	418
chr2	154000000	155000000	418
chr2	155000000	156000000	430
chr2	156000000	157000000	385
chr2	157000000	158000000	414
chr2	158000000	159000000	461
chr2	159000000	160000000	449
chr2	160000000	161000000	476
chr2	161000000	162000000	456
chr2	162000000	163000000	394
chr2	163000000	164000000	389
chr2	164000000	165000000	451
chr2	165000000	166000000	423
chr2	166000000	167000000	438
chr2	167000000	168000000	460
chr2	168000000	169000000	426
chr2	169000000	170000000	407
chr2	170000000	171000000	397
chr2	171000000	172000000	433
chr2	172000000	173000000	455
chr2	173000000	174000000	484
chr2	174000000	175000000	464
chr2	175000000	176000000	476
chr2	176000000	177000000	377
chr2	177000000	178000000	394
chr2	178000000	179000000	456
chr2	179000000	180000000	459
chr2	180000000	181000000	382
chr2	181000000	182000000	397
chr2	182000000	183000000	444
chr2	183000000	184000000	449
chr2	184000000	185000000	429
chr2	185000000	186000000	389
chr2	186000000	187000000	411
chr2	187000000	188000000	413
chr2	188000000	189000000	434
chr2	189000000	190000000	423
chr2	190000000	191000000	419
chr2	191000000	192000000	432
chr2	192000000	193000000	421
chr2	193000000	194000000	405
chr2	194000000	195000000	408
chr2	195000000	196000000	408
chr2	196000000	197000000	419
chr2	197000000	198000000	450
chr2	198000000	199000000	477
chr2	199000000	200000000	407
chr2	200000000	201000000	469
chr2	201000000	202000000	429
chr2	202000000	203000000	403
chr2	203000000	204000000	449
chr2	204000000	205000000	414
chr2	205000000	206000000	428
chr2	206000000	207000000	445
chr2	207000000	208000000	435
chr2	208000000	209000000	472
chr2	209000000	210000000	426
chr2	210000000	211000000	431
chr2	211000000	212000000	408
chr2	212000000	213000000	448
chr2	213000000	214000000	437
chr2	214000000	215000000	407
chr2	215000000	216000000	431
chr2	216000000	217000000	456
chr2	217000000	218000000	461
chr2	218000000	219000000	494
chr2	219000000	220000000	466
chr2	220000000	221000000	463
chr2	221000000	222000000	451
chr2	222000000	223000000	482
chr2	223000000	224000000	480
chr2	224000000	225000000	454
chr2	225000000	226000000	413
chr2	226000000	227000000	431
chr2	227000000	228000000	435
chr2	228000000	229000000	431
chr2	229000000	230000000	439
chr2	230000000	231000000	448
chr2	231000000	232000000	463
chr2	232000000	233000000	485
chr2	233000000	234000000	500
chr2	234000000	235000000	454
chr2	235000000	236000000	483
chr2	236000000	237000000	456
chr2	237000000	238000000	493
chr2	238000000	239000000	506
chr2	239000000	240000000	454
chr2	240000000	241000000	459
chr2	241000000	242000000	517
chr2	242000000	242696752	467
chr3	0	1000000	490
chr3	1000000	2000000	440
chr3	2000000	3000000	405
chr3	3000000	4000000	432
chr3	4000000	5000000	462
chr3	5000000	6000000	456
chr3	6000000	7000000	446
chr3	7000000	8000000	470
chr3	8000000	9000000	458
chr3	9000000	10000000	465
chr3	10000000	11000000	462
chr3	11000000	12000000	472
chr3	12000000	13000000	496
chr3	13000000	14000000	516
chr3	14000000	15000000	484
chr3	15000000	16000000	494
chr3	16000000	17000000	426
chr3	17000000	18000000	443
chr3	18000000	19000000	448
chr3	19000000	20000000	420
chr3	20000000	21000000	426
chr3	21000000	22000000	394
chr3	22000000	23000000	429
chr3	23000000	24000000	432
chr3	24000000	25000000	428
chr3	25000000	26000000	463
chr3	26000000	27000000	480
chr3	27000000	28000000	438
chr3	28000000	29000000	464
chr3	29000000	30000000	432
chr3	30000000	31000000	482
chr3	31000000	32000000	437
chr3	32000000	33000000	425
chr3	33000000	34000000	450
chr3	34000000	35000000	450
chr3	35000000	36000000	394
chr3	36000000	37000000	465
chr3	37000000	38000000	510
chr3	38000000	39000000	501
chr3	39000000	40000000	463
chr3	40000000	41000000	460
chr3	41000000	42000000	437
chr3	42000000	43000000	474
chr3	43000000	44000000	495
chr3	44000000	45000000	474
chr3	45000000	46000000	446
chr3	46000000	47000000	434
chr3	47000000	48000000	465
chr3	48000000	49000000	521
chr3	49000000	50000000	450
chr3	50000000	51000000	518
chr3	51000000	52000000	481
chr3	52000000	53000000	510
chr3	53000000	54000000	513
chr3	54000000	55000000	464
chr3	55000000	56000000	423
chr3	56000000	57000000	457
chr3	57000000	58000000	453
chr3	58000000	59000000	506
chr3	59000000	60000000	439
chr3	60000000	61000000	413
chr3	61000000	62000000	456
chr3	62000000	63000000	413
chr3	63000000	64000000	453
chr3	64000000	65000000	442
chr3	65000000	66000000	430
chr3	66000000	67000000	443
chr3	67000000	68000000	408
chr3	68000000	69000000	409
chr3	69000000	70000000	460
chr3	70000000	71000000	408
chr3	71000000	72000000	423
chr3	72000000	73000000	482
chr3	73000000	74000000	470
chr3	74000000	75000000	435
chr3	75000000	76000000	465
chr3	76000000	77000000	395
chr3	77000000	78000000	407
chr3	78000000	79000000	392
chr3	79000000	80000000	416
chr3	80000000	81000000	409
chr3	81000000	82000000	428
chr3	82000000	83000000	451
chr3	83000000	84000000	391
chr3	84000000	85000000	432
chr3	85000000	86000000	422
chr3	86000000	87000000	385
chr3	87000000	88000000	429
chr3	88000000	89000000	458
chr3	89000000	90000000	445
chr3	90000000	91000000	663
chr3	91000000	92000000	1807
chr3	92000000	93000000	3700
chr3	93000000	94000000	453
chr3	94000000	95000000	272
chr3	95000000	96000000	3090
chr3	96000000	97000000	1547
chr3	97000000	98000000	387
chr3	98000000	99000000	376
chr3	99000000	100000000	406
chr3	100000000	101000000	397
chr3	101000000	102000000	422
chr3	102000000	103000000	441
chr3	103000000	104000000	453
chr3	104000000	105000000	494
chr3	105000000	106000000	426
chr3	106000000	107000000	408
chr3	107000000	108000000	431
chr3	108000000	109000000	425
chr3	109000000	110000000	439
chr3	110000000	111000000	470
chr3	111000000	112000000	442
chr3	112000000	113000000	464
chr3	113000000	114000000	390
chr3	114000000	115000000	427
chr3	115000000	116000000	490
chr3	116000000	117000000	472
chr3	117000000	118000000	424
chr3	118000000	119000000	430
chr3	119000000	120000000	408
chr3	120000000	121000000	384
chr3	121000000	122000000	426
chr3	122000000	123000000	408
chr3	123000000	124000000	422
chr3	124000000	125000000	427
chr3	125000000	126000000	456
chr3	126000000	127000000	538
chr3	127000000	128000000	473
chr3	128000000	129000000	546
chr3	129000000	130000000	496
chr3	130000000	131000000	507
chr3	131000000	132000000	535
chr3	132000000	133000000	533
chr3	133000000	134000000	439
chr3	134000000	135000000	411
chr3	135000000	136000000	446
chr3	136000000	137000000	437
chr3	137000000	138000000	449
chr3	138000000	139000000	462
chr3	139000000	140000000	432
chr3	140000000	141000000	428
chr3	141000000	142000000	454
chr3	142000000	143000000	495
chr3	143000000	144000000	496
chr3	144000000	145000000	452
chr3	145000000	146000000	426
chr3	146000000	147000000	477
chr3	147000000	148000000	374
chr3	148000000	149000000	381
chr3	149000000	150000000	415
chr3	150000000	151000000	387
chr3	151000000	152000000	469
chr3	152000000	153000000	420
chr3	153000000	154000000	437
chr3	154000000	155000000	457
chr3	155000000	156000000	442
chr3	156000000	157000000	443
chr3	157000000	158000000	428
chr3	158000000	159000000	426
chr3	159000000	160000000	443
chr3	160000000	161000000	424
chr3	161000000	162000000	447
chr3	162000000	163000000	432
chr3	163000000	164000000	452
chr3	164000000	165000000	403
chr3	165000000	166000000	362
chr3	166000000	167000000	377
chr3	167000000	168000000	400
chr3	168000000	169000000	407
chr3	169000000	170000000	431
chr3	170000000	171000000	430
chr3	171000000	172000000	453
chr3	172000000	173000000	481
chr3	173000000	174000000	446
chr3	174000000	175000000	442
chr3	175000000	176000000	438
chr3	176000000	177000000	409
chr3	177000000	178000000	444
chr3	178000000	179000000	394
chr3	179000000	180000000	398
chr3	180000000	181000000	414
chr3	181000000	182000000	470
chr3	182000000	183000000	449
chr3	183000000	184000000	439
chr3	184000000	185000000	465
chr3	185000000	186000000	452
chr3	186000000	187000000	449
chr3	187000000	188000000	475
chr3	188000000	189000000	486
chr3	189000000	190000000	505
chr3	190000000	191000000	468
chr3	191000000	192000000	460
chr3	192000000	193000000	438
chr3	193000000	194000000	446
chr3	194000000	195000000	432
chr3	195000000	196000000	457
chr3	196000000	197000000	498
chr3	197000000	198000000	458
chr3	198000000	199000000	794
chr3	199000000	200000000	461
chr3	200000000	201000000	962
chr3	201000000	201105948	175
chr4	0	1000000	726
chr4	1000000	2000000	768
chr4	2000000	3000000	711
chr4	3000000	4000000	816
chr4	4000000	5000000	673
chr4	5000000	6000000	657
chr4	6000000	7000000	693
chr4	7000000	8000000	762
chr4	8000000	9000000	741
chr4	9000000	10000000	1467
chr4	10000000	11000000	662
chr4	11000000	12000000	642
chr4	12000000	13000000	565
chr4	13000000	14000000	588
chr4	14000000	15000000	614
chr4	15000000	16000000	626
chr4	16000000	17000000	613
chr4	17000000	18000000	689
chr4	18000000	19000000	606
chr4	19000000	20000000	607
chr4	20000000	21000000	640
chr4	21000000	22000000	633
chr4	22000000	23000000	622
chr4	23000000	24000000	584
chr4	24000000	25000000	670
chr4	25000000	26000000	677
chr4	26000000	27000000	617
chr4	27000000	28000000	607
chr4	28000000	29000000	588
chr4	29000000	30000000	576
chr4	30000000	31000000	559
chr4	31000000	32000000	590
chr4	32000000	33000000	594
chr4	33000000	34000000	572
chr4	34000000	35000000	580
chr4	35000000	36000000	601
chr4	36000000	37000000	605
chr4	37000000	38000000	655
chr4	38000000	39000000	617
chr4	39000000	40000000	641
chr4	40000000	41000000	609
chr4	41000000	42000000	603
chr4	42000000	43000000	623
chr4	43000000	44000000	557
chr4	44000000	45000000	561
chr4	45000000	46000000	572
chr4	46000000	47000000	609
chr4	47000000	48000000	600
chr4	48000000	49000000	670
chr4	49000000	50000000	2074
chr4	50000000	51000000	1161
chr4	51000000	52000000	488
chr4	52000000	53000000	907
chr4	53000000	54000000	1020
chr4	54000000	55000000	1540
chr4	55000000	56000000	1864
chr4	56000000	57000000	642
chr4	57000000	58000000	699
chr4	58000000	59000000	653
chr4	59000000	60000000	666
chr4	60000000	61000000	705
chr4	61000000	62000000	603
chr4	62000000	63000000	591
chr4	63000000	64000000	548
chr4	64000000	65000000	603
chr4	65000000	66000000	601
chr4	66000000	67000000	562
chr4	67000000	68000000	551
chr4	68000000	69000000	618
chr4	69000000	70000000	608
chr4	70000000	71000000	641
chr4	71000000	72000000	619
chr4	72000000	73000000	669
chr4	73000000	74000000	628
chr4	74000000	75000000	608
chr4	75000000	76000000	577
chr4	76000000	77000000	614
chr4	77000000	78000000	585
chr4	78000000	79000000	599
chr4	79000000	80000000	708
chr4	80000000	81000000	649
chr4	81000000	82000000	678
chr4	82000000	83000000	616
chr4	83000000	84000000	587
chr4	84000000	85000000	587
chr4	85000000	86000000	626
chr4	86000000	87000000	663
chr4	87000000	88000000	593
chr4	88000000	89000000	630
chr4	89000000	90000000	610
chr4	90000000	91000000	688
chr4	91000000	92000000	673
chr4	92000000	93000000	647
chr4	93000000	94000000	623
chr4	94000000	95000000	616
chr4	95000000	96000000	594
chr4	96000000	97000000	610
chr4	97000000	98000000	638
chr4	98000000	99000000	579
chr4	99000000	100000000	582
chr4	100000000	101000000	580
chr4	101000000	102000000	637
chr4	102000000	103000000	590
chr4	103000000	104000000	625
chr4	104000000	105000000	649
chr4	105000000	106000000	592
chr4	106000000	107000000	655
chr4	107000000	108000000	572
chr4	108000000	109000000	649
chr4	109000000	110000000	617
chr4	110000000	111000000	613
chr4	111000000	112000000	677
chr4	112000000	113000000	643
chr4	113000000	114000000	680
chr4	114000000	115000000	583
chr4	115000000	116000000	664
chr4	116000000	117000000	651
chr4	117000000	118000000	630
chr4	118000000	119000000	616
chr4	119000000	120000000	575
chr4	120000000	121000000	567
chr4	121000000	122000000	793
chr4	122000000	123000000	751
chr4	123000000	124000000	638
chr4	124000000	125000000	585
chr4	125000000	126000000	615
chr4	126000000	127000000	619
chr4	127000000	128000000	576
chr4	128000000	129000000	583
chr4	129000000	130000000	594
chr4	130000000	131000000	562
chr4	131000000	132000000	640
chr4	132000000	133000000	630
chr4	133000000	134000000	600
chr4	134000000	135000000	583
chr4	135000000	136000000	779
chr4	136000000	137000000	541
chr4	137000000	138000000	570
chr4	138000000	139000000	596
chr4	139000000	140000000	592
chr4	140000000	141000000	594
chr4	141000000	142000000	599
chr4	142000000	143000000	700
chr4	143000000	144000000	634
chr4	144000000	145000000	644
chr4	145000000	146000000	632
chr4	146000000	147000000	616
chr4	147000000	148000000	701
chr4	148000000	149000000	625
chr4	149000000	150000000	639
chr4	150000000	151000000	623
chr4	151000000	152000000	625
chr4	152000000	153000000	625
chr4	153000000	154000000	688
chr4	154000000	155000000	624
chr4	155000000	156000000	635
chr4	156000000	157000000	603
chr4	157000000	158000000	660
chr4	158000000	159000000	589
chr4	159000000	160000000	607
chr4	160000000	161000000	591
chr4	161000000	162000000	616
chr4	162000000	163000000	659
chr4	163000000	164000000	593
chr4	164000000	165000000	576
chr4	165000000	166000000	594
chr4	166000000	167000000	629
chr4	167000000	168000000	567
chr4	168000000	169000000	644
chr4	169000000	170000000	615
chr4	170000000	171000000	588
chr4	171000000	172000000	605
chr4	172000000	173000000	671
chr4	173000000	174000000	651
chr4	174000000	175000000	604
chr4	175000000	176000000	540
chr4	176000000	177000000	614
chr4	177000000	178000000	621
chr4	178000000	179000000	598
chr4	179000000	180000000	579
chr4	180000000	181000000	617
chr4	181000000	182000000	608
chr4	182000000	183000000	577
chr4	183000000	184000000	594
chr4	184000000	185000000	628
chr4	185000000	186000000	614
chr4	186000000	187000000	683
chr4	187000000	188000000	709
chr4	188000000	189000000	643
chr4	189000000	190000000	590
chr4	190000000	191000000	634
chr4	191000000	192000000	649
chr4	192000000	193000000	952
chr4	193000000	193574945	781
chr5	0	1000000	602
chr5	1000000	2000000	535
chr5	2000000	3000000	439
chr5	3000000	4000000	412
chr5	4000000	5000000	461
chr5	5000000	6000000	436
chr5	6000000	7000000	478
chr5	7000000	8000000	441
chr5	8000000	9000000	406
chr5	9000000	10000000	447
chr5	10000000	11000000	466
chr5	11000000	12000000	433
chr5	12000000	13000000	406
chr5	13000000	14000000	458
chr5	14000000	15000000	468
chr5	15000000	16000000	448
chr5	16000000	17000000	464
chr5	17000000	18000000	940
chr5	18000000	19000000	415
chr5	19000000	20000000	399
chr5	20000000	21000000	527
chr5	21000000	22000000	793
chr5	22000000	23000000	480
chr5	23000000	24000000	436
chr5	24000000	25000000	385
chr5	25000000	26000000	393
chr5	26000000	27000000	416
chr5	27000000	28000000	372
chr5	28000000	29000000	415
chr5	29000000	30000000	374
chr5	30000000	31000000	413
chr5	31000000	32000000	395
chr5	32000000	33000000	447
chr5	33000000	34000000	424
chr5	34000000	35000000	1123
chr5	35000000	36000000	487
chr5	36000000	37000000	434
chr5	37000000	38000000	472
chr5	38000000	39000000	470
chr5	39000000	40000000	452
chr5	40000000	41000000	472
chr5	41000000	42000000	478
chr5	42000000	43000000	402
chr5	43000000	44000000	441
chr5	44000000	45000000	421
chr5	45000000	46000000	389
chr5	46000000	47000000	425
chr5	47000000	48000000	1175
chr5	48000000	49000000	664
chr5	49000000	50000000	4043
chr5	50000000	51000000	1484
chr5	51000000	52000000	438
chr5	52000000	53000000	411
chr5	53000000	54000000	467
chr5	54000000	55000000	425
chr5	55000000	56000000	452
chr5	56000000	57000000	543
chr5	57000000	58000000	428
chr5	58000000	59000000	433
chr5	59000000	60000000	433
chr5	60000000	61000000	414
chr5	61000000	62000000	463
chr5	62000000	63000000	493
chr5	63000000	64000000	471
chr5	64000000	65000000	459
chr5	65000000	66000000	425
chr5	66000000	67000000	424
chr5	67000000	68000000	419
chr5	68000000	69000000	412
chr5	69000000	70000000	417
chr5	70000000	71000000	1519
chr5	71000000	72000000	1934
chr5	72000000	73000000	454
chr5	73000000	74000000	453
chr5	74000000	75000000	425
chr5	75000000	76000000	439
chr5	76000000	77000000	459
chr5	77000000	78000000	453
chr5	78000000	79000000	436
chr5	79000000	80000000	409
chr5	80000000	81000000	457
chr5	81000000	82000000	437
chr5	82000000	83000000	481
chr5	83000000	84000000	449
chr5	84000000	85000000	398
chr5	85000000	86000000	398
chr5	86000000	87000000	397
chr5	87000000	88000000	465
chr5	88000000	89000000	398
chr5	89000000	90000000	400
chr5	90000000	91000000	407
chr5	91000000	92000000	417
chr5	92000000	93000000	435
chr5	93000000	94000000	409
chr5	94000000	95000000	402
chr5	95000000	96000000	408
chr5	96000000	97000000	448
chr5	97000000	98000000	450
chr5	98000000	99000000	416
chr5	99000000	100000000	456
chr5	100000000	101000000	451
chr5	101000000	102000000	445
chr5	102000000	103000000	446
chr5	103000000	104000000	410
chr5	104000000	105000000	411
chr5	105000000	106000000	396
