chromosome	bin_start	bin_end	n_reads
chr1	222000000	223000000	1332
chr1	223000000	224000000	1717
chr1	224000000	225000000	1279
chr1	225000000	226000000	1277
chr1	226000000	227000000	1342
chr1	227000000	228000000	2064
chr1	228000000	229000000	1920
chr1	229000000	230000000	1363
chr1	230000000	231000000	1296
chr1	231000000	232000000	1270
chr1	232000000	233000000	1217
chr1	233000000	234000000	1329
chr1	234000000	235000000	1397
chr1	235000000	236000000	1332
chr1	236000000	237000000	1371
chr1	237000000	238000000	1331
chr1	238000000	239000000	1300
chr1	239000000	240000000	1260
chr1	240000000	241000000	1328
chr1	241000000	242000000	1333
chr1	242000000	243000000	1629
chr1	243000000	244000000	1252
chr1	244000000	245000000	1252
chr1	245000000	246000000	1404
chr1	246000000	247000000	1362
chr1	247000000	248000000	1496
chr1	248000000	248387328	594
chr2	0	1000000	1294
chr2	1000000	2000000	1435
chr2	2000000	3000000	1350
chr2	3000000	4000000	1338
chr2	4000000	5000000	1303
chr2	5000000	6000000	1386
chr2	6000000	7000000	1275
chr2	7000000	8000000	1301
chr2	8000000	9000000	1301
chr2	9000000	10000000	1403
chr2	10000000	11000000	1351
chr2	11000000	12000000	1291
chr2	12000000	13000000	1327
chr2	13000000	14000000	1276
chr2	14000000	15000000	1358
chr2	15000000	16000000	1279
chr2	16000000	17000000	1347
chr2	17000000	18000000	1368
chr2	18000000	19000000	1247
chr2	19000000	20000000	1324
chr2	20000000	21000000	1278
chr2	21000000	22000000	1319
chr2	22000000	23000000	1283
chr2	23000000	24000000	1315
chr2	24000000	25000000	1389
chr2	25000000	26000000	1310
chr2	26000000	27000000	1293
chr2	27000000	28000000	1352
chr2	28000000	29000000	1256
chr2	29000000	30000000	1330
chr2	30000000	31000000	1337
chr2	31000000	32000000	1324
chr2	32000000	33000000	1260
chr2	33000000	34000000	1283
chr2	34000000	35000000	1357
chr2	35000000	36000000	1296
chr2	36000000	37000000	1310
chr2	37000000	38000000	1306
chr2	38000000	39000000	1381
chr2	39000000	40000000	1286
chr2	40000000	41000000	1268
chr2	41000000	42000000	1265
chr2	42000000	43000000	1328
chr2	43000000	44000000	1309
chr2	44000000	45000000	1279
chr2	45000000	46000000	1253
chr2	46000000	47000000	1423
chr2	47000000	48000000	1319
chr2	48000000	49000000	1316
chr2	49000000	50000000	1337
chr2	50000000	51000000	1404
chr2	51000000	52000000	1342
chr2	52000000	53000000	1345
chr2	53000000	54000000	1315
chr2	54000000	55000000	1259
chr2	55000000	56000000	1256
chr2	56000000	57000000	1298
chr2	57000000	58000000	1247
chr2	58000000	59000000	1373
chr2	59000000	60000000	1346
chr2	60000000	61000000	1305
chr2	61000000	62000000	1297
chr2	62000000	63000000	1276
chr2	63000000	64000000	1298
chr2	64000000	65000000	1297
chr2	65000000	66000000	1380
chr2	66000000	67000000	1280
chr2	67000000	68000000	1345
chr2	68000000	69000000	1251
chr2	69000000	70000000	1373
chr2	70000000	71000000	1314
chr2	71000000	72000000	1344
chr2	72000000	73000000	1268
chr2	73000000	74000000	1454
chr2	74000000	75000000	1314
chr2	75000000	76000000	1428
chr2	76000000	77000000	1346
chr2	77000000	78000000	1336
chr2	78000000	79000000	1219
chr2	79000000	80000000	1305
chr2	80000000	81000000	1330
chr2	81000000	82000000	1385
chr2	82000000	83000000	1296
chr2	83000000	84000000	1302
chr2	84000000	85000000	1304
chr2	85000000	86000000	1288
chr2	86000000	87000000	1767
chr2	87000000	88000000	3630
chr2	88000000	89000000	1377
chr2	89000000	90000000	4707
chr2	90000000	91000000	4297
chr2	91000000	92000000	7860
chr2	92000000	93000000	6945
chr2	93000000	94000000	3946
chr2	94000000	95000000	4074
chr2	95000000	96000000	1889
chr2	96000000	97000000	1871
chr2	97000000	98000000	2155
chr2	98000000	99000000	1502
chr2	99000000	100000000	1320
chr2	100000000	101000000	1388
chr2	101000000	102000000	1274
chr2	102000000	103000000	1268
chr2	103000000	104000000	1337
chr2	104000000	105000000	1317
chr2	105000000	106000000	1305
chr2	106000000	107000000	1833
chr2	107000000	108000000	1295
chr2	108000000	109000000	1808
chr2	109000000	110000000	1385
chr2	110000000	111000000	3086
chr2	111000000	112000000	1906
chr2	112000000	113000000	2216
chr2	113000000	114000000	1740
chr2	114000000	115000000	1519
chr2	115000000	116000000	1327
chr2	116000000	117000000	1332
chr2	117000000	118000000	1290
chr2	118000000	119000000	1437
chr2	119000000	120000000	1324
chr2	120000000	121000000	1295
chr2	121000000	122000000	1305
chr2	122000000	123000000	1342
chr2	123000000	124000000	1304
chr2	124000000	125000000	1409
chr2	125000000	126000000	1320
chr2	126000000	127000000	1380
chr2	127000000	128000000	1337
chr2	128000000	129000000	1277
chr2	129000000	130000000	1305
chr2	130000000	131000000	2080
chr2	131000000	132000000	2119
chr2	132000000	133000000	2033
chr2	133000000	134000000	1340
chr2	134000000	135000000	1353
chr2	135000000	136000000	1318
chr2	136000000	137000000	1303
chr2	137000000	138000000	1323
chr2	138000000	139000000	1304
chr2	139000000	140000000	1282
chr2	140000000	141000000	1263
chr2	141000000	142000000	1335
chr2	142000000	143000000	1264
chr2	143000000	144000000	1322
chr2	144000000	145000000	1413
chr2	145000000	146000000	1324
chr2	146000000	147000000	1318
chr2	147000000	148000000	1383
chr2	148000000	149000000	1334
chr2	149000000	150000000	1306
chr2	150000000	151000000	1338
chr2	151000000	152000000	1413
chr2	152000000	153000000	1363
chr2	153000000	154000000	1368
chr2	154000000	155000000	1346
chr2	155000000	156000000	1345
chr2	156000000	157000000	1422
chr2	157000000	158000000	1367
chr2	158000000	159000000	1306
chr2	159000000	160000000	1296
chr2	160000000	161000000	1361
chr2	161000000	162000000	1383
chr2	162000000	163000000	1289
chr2	163000000	164000000	1282
chr2	164000000	165000000	1339
chr2	165000000	166000000	1337
chr2	166000000	167000000	1354
chr2	167000000	168000000	1378
chr2	168000000	169000000	1406
chr2	169000000	170000000	1375
chr2	170000000	171000000	1326
chr2	171000000	172000000	1351
chr2	172000000	173000000	1268
chr2	173000000	174000000	1264
chr2	174000000	175000000	1327
chr2	175000000	176000000	1317
chr2	176000000	177000000	1330
chr2	177000000	178000000	1373
chr2	178000000	179000000	1380
chr2	179000000	180000000	1327
chr2	180000000	181000000	1362
chr2	181000000	182000000	1383
chr2	182000000	183000000	1262
chr2	183000000	184000000	1332
chr2	184000000	185000000	1373
chr2	185000000	186000000	1300
chr2	186000000	187000000	1312
chr2	187000000	188000000	1385
chr2	188000000	189000000	1293
chr2	189000000	190000000	1327
chr2	190000000	191000000	1337
chr2	191000000	192000000	1285
chr2	192000000	193000000	1355
chr2	193000000	194000000	1264
chr2	194000000	195000000	1241
chr2	195000000	196000000	1325
chr2	196000000	197000000	1310
chr2	197000000	198000000	1366
chr2	198000000	199000000	1327
chr2	199000000	200000000	1376
chr2	200000000	201000000	1343
chr2	201000000	202000000	1333
chr2	202000000	203000000	1333
chr2	203000000	204000000	1307
chr2	204000000	205000000	1340
chr2	205000000	206000000	1263
chr2	206000000	207000000	1292
chr2	207000000	208000000	1360
chr2	208000000	209000000	1298
chr2	209000000	210000000	1358
chr2	210000000	211000000	1235
chr2	211000000	212000000	1361
chr2	212000000	213000000	1313
chr2	213000000	214000000	1331
chr2	214000000	215000000	1312
chr2	215000000	216000000	1257
chr2	216000000	217000000	1307
chr2	217000000	218000000	1423
chr2	218000000	219000000	1280
chr2	219000000	220000000	1407
chr2	220000000	221000000	1381
chr2	221000000	222000000	1343
chr2	222000000	223000000	1306
chr2	223000000	224000000	1286
chr2	224000000	225000000	1269
chr2	225000000	226000000	1295
chr2	226000000	227000000	1314
chr2	227000000	228000000	1297
chr2	228000000	229000000	1337
chr2	229000000	230000000	1295
chr2	230000000	231000000	1321
chr2	231000000	232000000	1363
chr2	232000000	233000000	1460
chr2	233000000	234000000	1349
chr2	234000000	235000000	1316
chr2	235000000	236000000	1324
chr2	236000000	237000000	1263
chr2	237000000	238000000	1255
chr2	238000000	239000000	1270
chr2	239000000	240000000	1322
chr2	240000000	241000000	1245
chr2	241000000	242000000	1361
chr2	242000000	242696752	1321
chr3	0	1000000	756
chr3	1000000	2000000	781
chr3	2000000	3000000	785
chr3	3000000	4000000	797
chr3	4000000	5000000	740
chr3	5000000	6000000	767
chr3	6000000	7000000	836
chr3	7000000	8000000	752
chr3	8000000	9000000	722
chr3	9000000	10000000	730
chr3	10000000	11000000	737
chr3	11000000	12000000	757
chr3	12000000	13000000	740
chr3	13000000	14000000	735
chr3	14000000	15000000	714
chr3	15000000	16000000	771
chr3	16000000	17000000	757
chr3	17000000	18000000	740
chr3	18000000	19000000	718
chr3	19000000	20000000	752
chr3	20000000	21000000	693
chr3	21000000	22000000	781
chr3	22000000	23000000	804
chr3	23000000	24000000	728
chr3	24000000	25000000	729
chr3	25000000	26000000	735
chr3	26000000	27000000	774
chr3	27000000	28000000	755
chr3	28000000	29000000	777
chr3	29000000	30000000	792
chr3	30000000	31000000	726
chr3	31000000	32000000	699
chr3	32000000	33000000	714
chr3	33000000	34000000	783
chr3	34000000	35000000	770
chr3	35000000	36000000	767
chr3	36000000	37000000	702
chr3	37000000	38000000	732
chr3	38000000	39000000	757
chr3	39000000	40000000	735
chr3	40000000	41000000	725
chr3	41000000	42000000	708
chr3	42000000	43000000	680
chr3	43000000	44000000	766
chr3	44000000	45000000	766
chr3	45000000	46000000	697
chr3	46000000	47000000	773
chr3	47000000	48000000	673
chr3	48000000	49000000	703
chr3	49000000	50000000	737
chr3	50000000	51000000	742
chr3	51000000	52000000	749
chr3	52000000	53000000	720
chr3	53000000	54000000	738
chr3	54000000	55000000	777
chr3	55000000	56000000	836
chr3	56000000	57000000	725
chr3	57000000	58000000	711
chr3	58000000	59000000	724
chr3	59000000	60000000	767
chr3	60000000	61000000	713
chr3	61000000	62000000	738
chr3	62000000	63000000	736
chr3	63000000	64000000	848
chr3	64000000	65000000	803
chr3	65000000	66000000	788
chr3	66000000	67000000	686
chr3	67000000	68000000	734
chr3	68000000	69000000	717
chr3	69000000	70000000	708
chr3	70000000	71000000	771
chr3	71000000	72000000	693
chr3	72000000	73000000	723
chr3	73000000	74000000	738
chr3	74000000	75000000	725
chr3	75000000	76000000	833
chr3	76000000	77000000	692
chr3	77000000	78000000	749
chr3	78000000	79000000	739
chr3	79000000	80000000	789
chr3	80000000	81000000	691
chr3	81000000	82000000	768
chr3	82000000	83000000	792
chr3	83000000	84000000	723
chr3	84000000	85000000	719
chr3	85000000	86000000	814
chr3	86000000	87000000	777
chr3	87000000	88000000	733
chr3	88000000	89000000	712
chr3	89000000	90000000	781
chr3	90000000	91000000	799
chr3	91000000	92000000	2962
chr3	92000000	93000000	5603
chr3	93000000	94000000	308
chr3	94000000	95000000	838
chr3	95000000	96000000	5810
chr3	96000000	97000000	3107
chr3	97000000	98000000	742
chr3	98000000	99000000	727
chr3	99000000	100000000	755
chr3	100000000	101000000	731
chr3	101000000	102000000	703
chr3	102000000	103000000	775
chr3	103000000	104000000	780
chr3	104000000	105000000	823
chr3	105000000	106000000	700
chr3	106000000	107000000	728
chr3	107000000	108000000	757
chr3	108000000	109000000	724
chr3	109000000	110000000	746
chr3	110000000	111000000	738
chr3	111000000	112000000	802
chr3	112000000	113000000	709
chr3	113000000	114000000	733
chr3	114000000	115000000	759
chr3	115000000	116000000	823
chr3	116000000	117000000	745
chr3	117000000	118000000	745
chr3	118000000	119000000	745
chr3	119000000	120000000	781
chr3	120000000	121000000	742
chr3	121000000	122000000	809
chr3	122000000	123000000	762
chr3	123000000	124000000	710
chr3	124000000	125000000	737
chr3	125000000	126000000	752
chr3	126000000	127000000	771
chr3	127000000	128000000	680
chr3	128000000	129000000	792
chr3	129000000	130000000	701
chr3	130000000	131000000	780
chr3	131000000	132000000	761
chr3	132000000	133000000	845
chr3	133000000	134000000	802
chr3	134000000	135000000	754
chr3	135000000	136000000	709
chr3	136000000	137000000	782
chr3	137000000	138000000	717
chr3	138000000	139000000	751
chr3	139000000	140000000	758
chr3	140000000	141000000	813
chr3	141000000	142000000	783
chr3	142000000	143000000	797
chr3	143000000	144000000	749
chr3	144000000	145000000	708
chr3	145000000	146000000	747
chr3	146000000	147000000	729
chr3	147000000	148000000	789
chr3	148000000	149000000	771
chr3	149000000	150000000	770
chr3	150000000	151000000	797
chr3	151000000	152000000	865
chr3	152000000	153000000	809
chr3	153000000	154000000	863
chr3	154000000	155000000	859
chr3	155000000	156000000	873
chr3	156000000	157000000	877
chr3	157000000	158000000	909
chr3	158000000	159000000	894
chr3	159000000	160000000	892
chr3	160000000	161000000	916
chr3	161000000	162000000	957
chr3	162000000	163000000	861
chr3	163000000	164000000	948
chr3	164000000	165000000	911
chr3	165000000	166000000	816
chr3	166000000	167000000	1006
chr3	167000000	168000000	990
chr3	168000000	169000000	971
chr3	169000000	170000000	1008
chr3	170000000	171000000	992
chr3	171000000	172000000	955
chr3	172000000	173000000	1095
chr3	173000000	174000000	1068
chr3	174000000	175000000	1118
chr3	175000000	176000000	1054
chr3	176000000	177000000	1139
chr3	177000000	178000000	1055
chr3	178000000	179000000	997
chr3	179000000	180000000	1109
chr3	180000000	181000000	1043
chr3	181000000	182000000	1048
chr3	182000000	183000000	1165
chr3	183000000	184000000	1119
chr3	184000000	185000000	1037
chr3	185000000	186000000	1108
chr3	186000000	187000000	1142
chr3	187000000	188000000	1114
chr3	188000000	189000000	1095
chr3	189000000	190000000	1086
chr3	190000000	191000000	1151
chr3	191000000	192000000	1082
chr3	192000000	193000000	1154
chr3	193000000	194000000	1149
chr3	194000000	195000000	1128
chr3	195000000	196000000	1132
chr3	196000000	197000000	1073
chr3	197000000	198000000	1048
chr3	198000000	199000000	1755
chr3	199000000	200000000	1132
chr3	200000000	201000000	2046
chr3	201000000	201105948	622
chr4	0	1000000	1033
chr4	1000000	2000000	806
chr4	2000000	3000000	776
chr4	3000000	4000000	800
chr4	4000000	5000000	885
chr4	5000000	6000000	734
chr4	6000000	7000000	743
chr4	7000000	8000000	734
chr4	8000000	9000000	769
chr4	9000000	10000000	1915
chr4	10000000	11000000	718
chr4	11000000	12000000	726
chr4	12000000	13000000	768
chr4	13000000	14000000	747
chr4	14000000	15000000	808
chr4	15000000	16000000	745
chr4	16000000	17000000	809
chr4	17000000	18000000	758
chr4	18000000	19000000	822
chr4	19000000	20000000	764
chr4	20000000	21000000	748
chr4	21000000	22000000	752
chr4	22000000	23000000	781
chr4	23000000	24000000	799
chr4	24000000	25000000	827
chr4	25000000	26000000	737
chr4	26000000	27000000	748
chr4	27000000	28000000	821
chr4	28000000	29000000	738
chr4	29000000	30000000	739
chr4	30000000	31000000	754
chr4	31000000	32000000	757
chr4	32000000	33000000	738
chr4	33000000	34000000	793
chr4	34000000	35000000	752
chr4	35000000	36000000	733
chr4	36000000	37000000	746
chr4	37000000	38000000	784
chr4	38000000	39000000	791
chr4	39000000	40000000	714
chr4	40000000	41000000	798
chr4	41000000	42000000	768
chr4	42000000	43000000	800
chr4	43000000	44000000	757
chr4	44000000	45000000	775
chr4	45000000	46000000	692
chr4	46000000	47000000	682
chr4	47000000	48000000	682
chr4	48000000	49000000	717
chr4	49000000	50000000	3577
chr4	50000000	51000000	2510
chr4	51000000	52000000	822
chr4	52000000	53000000	750
chr4	53000000	54000000	713
chr4	54000000	55000000	2235
chr4	55000000	56000000	3429
chr4	56000000	57000000	750
chr4	57000000	58000000	717
chr4	58000000	59000000	772
chr4	59000000	60000000	725
chr4	60000000	61000000	742
chr4	61000000	62000000	759
chr4	62000000	63000000	742
chr4	63000000	64000000	701
chr4	64000000	65000000	740
chr4	65000000	66000000	798
chr4	66000000	67000000	743
chr4	67000000	68000000	684
chr4	68000000	69000000	771
chr4	69000000	70000000	729
chr4	70000000	71000000	756
chr4	71000000	72000000	697
chr4	72000000	73000000	749
chr4	73000000	74000000	742
chr4	74000000	75000000	760
chr4	75000000	76000000	740
chr4	76000000	77000000	729
chr4	77000000	78000000	719
chr4	78000000	79000000	736
chr4	79000000	80000000	696
chr4	80000000	81000000	717
chr4	81000000	82000000	766
chr4	82000000	83000000	757
chr4	83000000	84000000	743
chr4	84000000	85000000	672
chr4	85000000	86000000	756
chr4	86000000	87000000	680
chr4	87000000	88000000	782
chr4	88000000	89000000	757
chr4	89000000	90000000	776
chr4	90000000	91000000	719
chr4	91000000	92000000	750
chr4	92000000	93000000	753
chr4	93000000	94000000	703
chr4	94000000	95000000	779
chr4	95000000	96000000	747
chr4	96000000	97000000	747
chr4	97000000	98000000	770
chr4	98000000	99000000	697
chr4	99000000	100000000	687
chr4	100000000	101000000	666
chr4	101000000	102000000	779
chr4	102000000	103000000	720
chr4	103000000	104000000	754
chr4	104000000	105000000	729
chr4	105000000	106000000	708
chr4	106000000	107000000	763
chr4	107000000	108000000	744
chr4	108000000	109000000	707
chr4	109000000	110000000	722
chr4	110000000	111000000	734
chr4	111000000	112000000	750
chr4	112000000	113000000	728
chr4	113000000	114000000	705
chr4	114000000	115000000	691
chr4	115000000	116000000	783
chr4	116000000	117000000	750
chr4	117000000	118000000	743
chr4	118000000	119000000	698
chr4	119000000	120000000	718
chr4	120000000	121000000	733
chr4	121000000	122000000	1086
chr4	122000000	123000000	856
chr4	123000000	124000000	752
chr4	124000000	125000000	716
chr4	125000000	126000000	738
chr4	126000000	127000000	774
chr4	127000000	128000000	735
chr4	128000000	129000000	715
chr4	129000000	130000000	746
chr4	130000000	131000000	757
chr4	131000000	132000000	684
chr4	132000000	133000000	699
chr4	133000000	134000000	699
chr4	134000000	135000000	719
chr4	135000000	136000000	1083
chr4	136000000	137000000	722
chr4	137000000	138000000	695
chr4	138000000	139000000	745
chr4	139000000	140000000	734
chr4	140000000	141000000	685
chr4	141000000	142000000	761
chr4	142000000	143000000	780
chr4	143000000	144000000	719
chr4	144000000	145000000	715
chr4	145000000	146000000	753
chr4	146000000	147000000	717
chr4	147000000	148000000	831
chr4	148000000	149000000	725
chr4	149000000	150000000	807
chr4	150000000	151000000	725
chr4	151000000	152000000	693
chr4	152000000	153000000	736
chr4	153000000	154000000	722
chr4	154000000	155000000	684
chr4	155000000	156000000	735
chr4	156000000	157000000	732
chr4	157000000	158000000	749
chr4	158000000	159000000	760
chr4	159000000	160000000	773
chr4	160000000	161000000	714
chr4	161000000	162000000	732
chr4	162000000	163000000	713
chr4	163000000	164000000	712
chr4	164000000	165000000	750
chr4	165000000	166000000	702
chr4	166000000	167000000	767
chr4	167000000	168000000	791
chr4	168000000	169000000	796
chr4	169000000	170000000	731
chr4	170000000	171000000	713
chr4	171000000	172000000	756
chr4	172000000	173000000	751
chr4	173000000	174000000	672
chr4	174000000	175000000	676
chr4	175000000	176000000	697
chr4	176000000	177000000	678
chr4	177000000	178000000	705
chr4	178000000	179000000	718
chr4	179000000	180000000	715
chr4	180000000	181000000	724
chr4	181000000	182000000	771
chr4	182000000	183000000	771
chr4	183000000	184000000	721
chr4	184000000	185000000	738
chr4	185000000	186000000	734
chr4	186000000	187000000	687
chr4	187000000	188000000	728
chr4	188000000	189000000	725
chr4	189000000	190000000	766
chr4	190000000	191000000	732
chr4	191000000	192000000	730
chr4	192000000	193000000	854
chr4	193000000	193574945	839
chr5	0	1000000	1403
chr5	1000000	2000000	1336
chr5	2000000	3000000	1209
chr5	3000000	4000000	1260
chr5	4000000	5000000	1231
chr5	5000000	6000000	1344
chr5	6000000	7000000	1279
chr5	7000000	8000000	1317
chr5	8000000	9000000	1200
chr5	9000000	10000000	1324
chr5	10000000	11000000	1186
chr5	11000000	12000000	1275
chr5	12000000	13000000	1264
chr5	13000000	14000000	1237
chr5	14000000	15000000	1302
chr5	15000000	16000000	1285
chr5	16000000	17000000	1333
chr5	17000000	18000000	2489
chr5	18000000	19000000	1250
chr5	19000000	20000000	1262
chr5	20000000	21000000	1582
chr5	21000000	22000000	2772
chr5	22000000	23000000	1562
chr5	23000000	24000000	1279
chr5	24000000	25000000	1322
chr5	25000000	26000000	1280
chr5	26000000	27000000	1196
chr5	27000000	28000000	1189
chr5	28000000	29000000	1224
chr5	29000000	30000000	1251
chr5	30000000	31000000	1255
chr5	31000000	32000000	1268
chr5	32000000	33000000	1258
chr5	33000000	34000000	1251
chr5	34000000	35000000	2815
chr5	35000000	36000000	1335
chr5	36000000	37000000	1283
chr5	37000000	38000000	1257
chr5	38000000	39000000	1292
chr5	39000000	40000000	1272
chr5	40000000	41000000	1358
chr5	41000000	42000000	1295
chr5	42000000	43000000	1293
chr5	43000000	44000000	1229
chr5	44000000	45000000	1358
chr5	45000000	46000000	1199
chr5	46000000	47000000	2643
chr5	47000000	48000000	4617
chr5	48000000	49000000	3116
chr5	49000000	50000000	9131
chr5	50000000	51000000	5037
chr5	51000000	52000000	1280
chr5	52000000	53000000	1334
chr5	53000000	54000000	1238
chr5	54000000	55000000	1234
chr5	55000000	56000000	1273
chr5	56000000	57000000	1171
chr5	57000000	58000000	1276
chr5	58000000	59000000	1275
chr5	59000000	60000000	1284
chr5	60000000	61000000	1219
chr5	61000000	62000000	1257
chr5	62000000	63000000	1229
chr5	63000000	64000000	1290
chr5	64000000	65000000	1280
chr5	65000000	66000000	1282
chr5	66000000	67000000	1285
